datetime;Accelerometer1RMS;Accelerometer2RMS;Current;Pressure;Temperature;Thermocouple;Voltage;Volume Flow RateRMS
2020-02-08 13:31:27;0.202803;0.277764;2.63721;0.054711;91.5433;26.8805;227.858;122.0
2020-02-08 13:31:29;0.202641;0.277407;2.89982;0.054711;91.4687;26.8863;231.031;122.0
2020-02-08 13:31:30;0.202956;0.276692;2.53872;0.054711;91.4909;26.8931;220.812;122.0
2020-02-08 13:31:31;0.202348;0.277728;2.73273;0.382638;91.5249;26.8815;228.067;122.664
2020-02-08 13:31:32;0.203967;0.276637;1.16224;0.382638;91.5556;26.8815;216.861;122.337
2020-02-08 13:31:33;0.201349;0.277308;2.74667;0.382638;91.477;26.8871;233.377;121.337
2020-02-08 13:31:34;0.200571;0.278024;3.16155;0.054711;91.5395;26.8813;244.014;122.0
2020-02-08 13:31:35;0.204545;0.276255;2.94976;0.054711;91.1725;26.8864;238.787;121.337
2020-02-08 13:31:36;0.199853;0.277263;3.1974;-0.273216;91.0416;26.8858;231.295;121.0
2020-02-08 13:31:37;0.204443;0.276939;2.75143;0.054711;91.7249;26.8928;228.721;121.664
2020-02-08 13:31:38;0.199748;0.276356;2.795;0.382638;91.461;26.8852;224.052;122.0
2020-02-08 13:31:39;0.204396;0.277859;2.65971;0.054711;91.4668;26.8995;227.27;121.337
2020-02-08 13:31:40;0.200139;0.276344;2.8309;0.054711;91.6582;26.8916;215.82;121.664
2020-02-08 13:31:41;0.204098;0.278483;1.96856;0.054711;91.6027;26.8924;228.589;120.677
2020-02-08 13:31:42;0.200508;0.276701;1.87314;0.054711;90.9221;26.8924;233.631;121.331
2020-02-08 13:31:43;0.203735;0.278418;1.86916;0.054711;91.63;26.9016;233.071;121.337
2020-02-08 13:31:45;0.201375;0.27667;2.9345;0.382638;90.8612;26.8961;227.096;121.664
2020-02-08 13:31:46;0.203003;0.278076;2.71685;0.054711;90.9518;26.8968;229.92;121.337
2020-02-08 13:31:47;0.202282;0.276403;2.32621;0.382638;91.0317;26.8998;229.632;121.0
2020-02-08 13:31:48;0.202934;0.278753;2.35647;0.054711;91.4841;26.8989;234.154;121.664
2020-02-08 13:31:49;0.203112;0.279921;2.54302;-0.273216;91.2924;26.8983;237.438;121.0
2020-02-08 13:31:50;0.20362;0.275284;1.17905;-0.273216;90.973;26.8965;212.71;121.664
2020-02-08 13:31:51;0.20319;0.279851;2.12139;0.054711;90.9835;26.8941;231.748;121.337
2020-02-08 13:31:52;0.203808;0.275474;2.36979;0.054711;90.8981;26.8963;223.551;121.0
2020-02-08 13:31:53;0.203234;0.278726;1.90811;0.054711;90.9675;26.8963;229.721;121.664
2020-02-08 13:31:54;0.203846;0.27673;1.94538;0.382638;91.1058;26.8994;227.809;122.0
2020-02-08 13:31:55;0.204063;0.278713;2.17024;0.054711;90.9522;26.8975;236.404;121.337
2020-02-08 13:31:56;0.20354;0.277728;1.88012;0.382638;90.9248;26.9014;228.693;121.0
2020-02-08 13:31:57;0.203702;0.27873;1.91311;0.054711;90.9024;26.8967;228.367;121.664
2020-02-08 13:31:58;0.204211;0.278117;2.8069;-0.273216;90.7676;26.8967;233.06;121.337
2020-02-08 13:32:00;0.203301;0.2784;1.4851;0.054711;91.0784;26.8963;217.373;121.664
2020-02-08 13:32:01;0.204402;0.278045;1.86499;0.054711;90.8502;26.8919;231.72;121.337
2020-02-08 13:32:02;0.203152;0.277707;1.73478;0.054711;91.0369;26.8934;229.611;121.664
2020-02-08 13:32:03;0.204291;0.277063;1.33767;0.382638;91.0965;26.8991;216.347;122.0
2020-02-08 13:32:04;0.204424;0.276919;2.64369;0.382638;90.9954;26.8946;227.199;121.337
2020-02-08 13:32:05;0.202478;0.278476;2.07008;0.054711;90.9443;26.8946;229.411;121.664
2020-02-08 13:32:06;0.203725;0.27606;1.62458;0.054711;90.9069;26.9006;217.402;122.0
2020-02-08 13:32:07;0.202044;0.277724;1.87632;0.382638;90.9202;26.9047;219.911;122.0
2020-02-08 13:32:08;0.20321;0.277652;1.99206;0.710565;90.916;26.904;228.684;121.337
2020-02-08 13:32:09;0.202153;0.276054;1.85799;0.054711;90.9754;26.895;240.172;121.0
2020-02-08 13:32:10;0.202588;0.277846;2.21462;0.054711;90.7667;26.9007;239.669;121.664
2020-02-08 13:32:11;0.202353;0.276322;1.97256;0.054711;91.0284;26.91;227.234;121.337
2020-02-08 13:32:12;0.202051;0.278101;2.08963;0.054711;90.8792;26.9014;231.617;121.0
2020-02-08 13:32:13;0.203094;0.276276;2.39032;0.054711;91.0317;26.9014;240.337;121.664
2020-02-08 13:32:15;0.202811;0.278587;2.3898;0.054711;90.7115;26.9014;215.654;122.0
2020-02-08 13:32:16;0.202916;0.276655;2.4305;0.054711;90.6442;26.9005;237.831;121.337
2020-02-08 13:32:17;0.20286;0.278295;2.49241;0.054711;90.849;26.9031;232.057;121.664
2020-02-08 13:32:18;0.203068;0.276377;2.5644;0.054711;90.7042;26.8983;234.251;122.0
2020-02-08 13:32:19;0.203171;0.276512;2.92341;0.054711;90.6392;26.9145;225.182;121.337
2020-02-08 13:32:20;0.203772;0.276416;2.86705;0.054711;90.7799;26.9075;221.042;121.0
2020-02-08 13:32:21;0.20336;0.278105;3.12412;0.054711;90.9032;26.9053;246.417;121.664
2020-02-08 13:32:22;0.203826;0.277362;2.85834;0.054711;91.2132;26.9074;203.03;122.0
2020-02-08 13:32:23;0.203979;0.277666;2.93701;0.382638;90.8696;26.9046;230.016;121.337
2020-02-08 13:32:24;0.202792;0.277856;2.23631;0.054711;91.2039;26.9048;234.756;121.664
2020-02-08 13:32:25;0.204168;0.277909;2.72595;0.054711;90.8385;26.9048;228.556;121.337
2020-02-08 13:32:26;0.201595;0.277465;2.68889;0.054711;90.9612;26.9074;220.586;121.664
2020-02-08 13:32:27;0.204007;0.277062;2.86649;0.054711;91.1996;26.9024;236.988;121.337
2020-02-08 13:32:28;0.200801;0.2763;2.46936;-0.273216;90.9077;26.9071;218.249;120.337
2020-02-08 13:32:29;0.203107;0.275955;2.07838;0.054711;91.51;26.9142;224.596;121.331
2020-02-08 13:32:30;0.201619;0.277278;2.92597;0.054711;90.889;26.9124;231.115;121.337
2020-02-08 13:32:31;0.202849;0.276444;2.99375;0.382638;91.4119;26.9048;229.115;121.664
2020-02-08 13:32:32;0.202353;0.277043;2.3909;-0.601143;91.235;26.918;217.926;121.337
2020-02-08 13:32:34;0.201693;0.275748;2.47058;0.054711;91.0214;26.9081;202.837;121.0
2020-02-08 13:32:35;0.202764;0.276798;2.55831;0.054711;91.0664;26.9081;242.95;121.664
2020-02-08 13:32:36;0.201253;0.275378;2.75913;0.054711;90.933;26.9068;228.949;121.337
2020-02-08 13:32:37;0.203189;0.277535;2.77939;0.054711;91.2998;26.9158;231.476;121.0
2020-02-08 13:32:38;0.201027;0.274771;2.0381;0.054711;91.2532;26.9178;218.377;121.0
2020-02-08 13:32:39;0.201977;0.275242;2.70161;0.054711;91.3651;26.9136;232.799;121.664
2020-02-08 13:32:40;0.202986;0.27668;2.15896;0.054711;91.3932;26.8976;239.288;121.337
2020-02-08 13:32:41;0.202767;0.276654;1.73863;0.054711;91.2958;26.9129;220.224;121.664
2020-02-08 13:32:42;0.20329;0.276987;2.70441;0.382638;91.235;26.9134;241.115;122.0
2020-02-08 13:32:43;0.203113;0.274985;1.59595;0.382638;90.9557;26.9134;211.16;122.0
2020-02-08 13:32:44;0.203699;0.278468;2.05692;0.054711;91.223;26.9002;250.147;122.0
2020-02-08 13:32:45;0.203469;0.275114;1.47197;0.382638;91.1348;26.9135;205.508;121.337
2020-02-08 13:32:46;0.204086;0.277362;1.82531;0.054711;91.4152;26.9196;225.896;121.664
2020-02-08 13:32:47;0.202768;0.276771;2.30097;0.382638;91.417;26.9052;220.772;121.337
2020-02-08 13:32:48;0.203637;0.276762;1.9125;-0.273216;91.3152;26.9108;215.896;121.0
2020-02-08 13:32:50;0.202528;0.277444;1.82034;0.054711;91.3158;26.9038;229.138;121.664
2020-02-08 13:32:51;0.203804;0.276834;1.59955;-0.601143;91.3117;26.9172;214.144;121.337
2020-02-08 13:32:52;0.202196;0.277231;1.94797;0.054711;91.4821;26.9143;230.532;121.664
2020-02-08 13:32:53;0.203277;0.27671;1.94793;0.382638;91.1985;26.9109;225.553;122.0
2020-02-08 13:32:54;0.202651;0.27632;3.0301;-0.273216;91.236;26.9201;239.733;121.664
2020-02-08 13:32:55;0.202462;0.276181;2.24507;-0.273216;91.5756;26.9201;224.908;122.0
2020-02-08 13:32:56;0.202572;0.276993;2.74998;0.382638;91.495;26.9187;230.613;121.337
2020-02-08 13:32:57;0.203223;0.277245;0.975812;0.054711;91.2401;26.923;211.851;121.664
2020-02-08 13:32:58;0.20185;0.27589;3.03718;0.710565;91.4555;26.9209;251.759;121.337
2020-02-08 13:32:59;0.203796;0.276685;2.61361;0.382638;91.3885;26.9132;227.389;121.664
2020-02-08 13:33:00;0.20162;0.275948;2.34423;0.054711;91.5052;26.9129;229.01;121.337
2020-02-08 13:33:01;0.204699;0.276481;2.78643;0.054711;91.4046;26.9233;251.906;121.664
2020-02-08 13:33:02;0.200687;0.276803;2.4931;0.054711;91.5538;26.9246;227.731;121.337
2020-02-08 13:33:03;0.204852;0.277114;2.70083;0.382638;91.3783;26.9113;212.41;121.664
2020-02-08 13:33:05;0.201054;0.275377;2.53768;0.054711;91.3008;26.9191;228.164;122.0
2020-02-08 13:33:06;0.20433;0.277359;2.70616;0.382638;91.4629;26.9191;235.402;122.0
2020-02-08 13:33:07;0.201603;0.275831;1.02491;0.382638;91.4129;26.9191;213.16;122.0
2020-02-08 13:33:08;0.203785;0.277813;2.70855;0.382638;90.9494;26.9053;218.326;122.0
2020-02-08 13:33:09;0.202575;0.275532;2.02131;0.054711;90.9277;26.9183;227.704;122.0
2020-02-08 13:33:10;0.203373;0.274949;2.72938;0.054711;91.4436;26.9244;228.804;122.0
2020-02-08 13:33:11;0.204009;0.277793;3.14693;0.054711;91.3074;26.9217;248.606;121.337
2020-02-08 13:33:12;0.203666;0.276235;2.72675;0.054711;91.0905;26.9166;226.503;121.664
2020-02-08 13:33:13;0.204681;0.27766;2.57339;0.054711;91.4028;26.9142;223.513;122.0
2020-02-08 13:33:14;0.203003;0.276362;2.57636;0.382638;91.3484;26.9158;231.235;120.677
2020-02-08 13:33:15;0.204448;0.277701;2.74848;0.382638;91.3631;26.9226;229.531;120.664
2020-02-08 13:33:16;0.203337;0.277437;2.60732;0.382638;90.9595;26.9226;224.354;121.664
2020-02-08 13:33:17;0.204417;0.277876;2.41819;0.054711;91.2295;26.9202;213.19;121.337
2020-02-08 13:33:18;0.203533;0.27748;2.51937;0.054711;91.5354;26.9176;242.975;121.0
2020-02-08 13:33:19;0.203107;0.2769;1.68277;0.054711;91.112;26.9264;216.167;121.664
2020-02-08 13:33:20;0.204217;0.277738;2.42472;0.382638;90.7997;26.9181;219.105;121.337
2020-02-08 13:33:21;0.20155;0.276536;2.5966;0.054711;90.9195;26.9383;227.897;121.664
2020-02-08 13:33:23;0.204814;0.276737;2.47715;0.382638;90.7841;26.9216;206.982;121.337
2020-02-08 13:33:24;0.201517;0.275294;2.38098;0.382638;90.7968;26.9239;229.704;121.664
2020-02-08 13:33:25;0.204017;0.277301;2.88817;0.382638;90.8545;26.9239;245.266;122.0
2020-02-08 13:33:26;0.2026;0.275337;2.45524;0.054711;90.7343;26.9234;222.12;122.0
2020-02-08 13:33:27;0.20433;0.278463;1.34165;0.054711;90.825;26.9267;207.65;121.337
2020-02-08 13:33:28;0.204735;0.278139;2.48144;0.054711;90.9473;26.9181;231.407;122.0
2020-02-08 13:33:29;0.202977;0.277093;2.54047;0.382638;90.8785;26.9263;220.376;122.0
2020-02-08 13:33:30;0.20423;0.276626;2.76375;0.054711;90.7021;26.9359;233.333;121.337
2020-02-08 13:33:31;0.203281;0.278361;2.91244;-0.273216;90.8235;26.932;229.178;121.664
2020-02-08 13:33:32;0.203467;0.276499;3.09434;-0.273216;90.7756;26.932;240.744;122.0
2020-02-08 13:33:33;0.203784;0.278246;2.17882;0.054711;90.7825;26.9326;229.389;122.0
2020-02-08 13:33:34;0.202384;0.27612;1.23783;0.054711;90.7176;26.9219;216.347;122.0
2020-02-08 13:33:35;0.204118;0.277036;2.41699;0.382638;90.8297;26.9339;235.139;121.337
2020-02-08 13:33:36;0.200716;0.275843;2.4387;0.054711;90.7148;26.9242;236.332;121.664
2020-02-08 13:33:37;0.204146;0.276359;2.77221;0.054711;90.8417;26.9391;233.567;122.664
2020-02-08 13:33:38;0.199797;0.275582;2.75048;0.054711;90.6822;26.9314;232.613;121.677
2020-02-08 13:33:39;0.202899;0.275383;2.7201;0.382638;90.9424;26.9269;229.316;121.0
2020-02-08 13:33:41;0.198511;0.274159;2.7082;0.382638;90.7954;26.9419;226.013;121.0
2020-02-08 13:33:42;0.200571;0.274026;2.69329;0.382638;90.7835;26.9419;243.64;121.0
2020-02-08 13:33:43;0.199045;0.274118;2.45263;0.054711;90.7251;26.938;220.62;120.337
2020-02-08 13:33:44;0.200977;0.275121;2.52017;0.054711;90.6549;26.9302;247.897;121.337
2020-02-08 13:33:45;0.199807;0.273874;2.77465;0.054711;90.7865;26.9392;232.29;120.337
2020-02-08 13:33:46;0.201309;0.27558;1.18893;0.054711;90.8713;26.9416;208.189;120.664
2020-02-08 13:33:47;0.200041;0.274928;2.9757;0.054711;90.6648;26.9357;224.7;121.0
2020-02-08 13:33:48;0.201613;0.276304;2.83633;0.054711;90.6467;26.9462;232.544;120.337
2020-02-08 13:33:49;0.200692;0.274522;2.83105;0.054711;90.7317;26.9382;213.536;121.331
2020-02-08 13:33:51;0.201588;0.276642;2.83374;0.054711;90.535;26.9426;230.883;121.337
2020-02-08 13:33:52;0.201954;0.277098;1.62647;0.054711;90.4192;26.9307;206.534;121.0
2020-02-08 13:33:53;0.201415;0.274077;2.68805;0.382638;90.7752;26.9322;237.494;121.664
2020-02-08 13:33:54;0.202192;0.277539;1.88575;0.382638;90.6629;26.9322;228.521;121.337
2020-02-08 13:33:55;0.201814;0.274659;2.73347;0.054711;91.0272;26.9443;234.087;121.0
2020-02-08 13:33:56;0.202547;0.27707;2.67449;0.054711;91.2636;26.9317;230.773;121.0
2020-02-08 13:33:57;0.201862;0.275988;2.77285;0.382638;90.5111;26.935;236.458;122.331
2020-02-08 13:33:58;0.203021;0.276823;2.47028;0.054711;91.0708;26.9453;240.164;121.677
2020-02-08 13:33:59;0.202458;0.277598;2.62643;0.054711;90.9589;26.9387;229.204;121.664
2020-02-08 13:34:00;0.20279;0.276393;2.75302;-0.273216;91.0808;26.9327;228.894;120.677
2020-02-08 13:34:01;0.202438;0.276377;2.59704;0.054711;91.2047;26.9483;211.482;120.664
2020-02-08 13:34:03;0.202849;0.277164;2.66102;-0.273216;90.7393;26.9441;229.059;121.664
2020-02-08 13:34:04;0.203254;0.276436;2.74603;-0.273216;90.8297;26.9441;221.02;120.677
2020-02-08 13:34:05;0.202509;0.277382;2.58532;-0.273216;91.1285;26.9447;232.872;120.664
2020-02-08 13:34:06;0.203375;0.276458;2.74018;-0.273216;90.5435;26.9422;226.103;121.664
2020-02-08 13:34:07;0.202375;0.277224;2.65584;0.054711;91.2073;26.9477;232.042;121.337
2020-02-08 13:34:08;0.202155;0.278106;1.14694;-0.273216;91.0811;26.9452;204.283;121.665
2020-02-08 13:34:09;0.204069;0.275766;2.58492;0.382638;90.9841;26.9458;234.379;121.337
2020-02-08 13:34:10;0.201901;0.278608;2.73339;0.054711;91.1814;26.9519;227.395;121.665
2020-02-08 13:34:11;0.203959;0.275759;2.76712;0.054711;90.8703;26.9579;230.532;122.665
2020-02-08 13:34:12;0.201409;0.278272;0.986383;0.054711;91.3138;26.9579;203.097;121.676
2020-02-08 13:34:13;0.203854;0.276499;2.5956;0.054711;91.2562;26.945;228.207;121.665
2020-02-08 13:34:14;0.202035;0.276685;2.41079;0.054711;91.1014;26.9416;223.12;120.676
2020-02-08 13:34:15;0.203155;0.277777;2.64452;0.054711;90.9895;26.9473;205.02;121.331
2020-02-08 13:34:16;0.201801;0.274275;2.78516;0.054711;91.0227;26.9467;231.178;121.337
2020-02-08 13:34:17;0.202239;0.277525;2.66061;0.382638;90.9675;26.948;226.601;121.0
2020-02-08 13:34:18;0.202526;0.274197;2.18032;-0.273216;91.1696;26.9492;228.238;121.665
2020-02-08 13:34:19;0.202525;0.277917;2.54384;0.710565;91.2072;26.9511;251.746;121.337
2020-02-08 13:34:20;0.202827;0.274607;2.47483;0.054711;91.0281;26.949;250.279;121.0
2020-02-08 13:34:22;0.202582;0.277948;2.2957;0.054711;90.9595;26.949;243.802;121.665
2020-02-08 13:34:23;0.203428;0.274814;2.09584;-0.273216;91.0278;26.9557;230.04;121.337
2020-02-08 13:34:24;0.202869;0.276594;1.22368;0.382638;91.1831;26.9609;213.853;121.665
2020-02-08 13:34:25;0.203464;0.278015;1.35354;0.382638;91.1032;26.9527;204.108;121.337
2020-02-08 13:34:26;0.202971;0.275172;2.63029;0.054711;91.1648;26.961;242.402;121.0
2020-02-08 13:34:27;0.203116;0.278624;2.66061;0.382638;90.9478;26.9566;228.258;122.331
2020-02-08 13:34:28;0.20355;0.276765;2.70275;0.054711;91.1971;26.9597;230.711;121.337
2020-02-08 13:34:29;0.203275;0.277679;1.86374;0.054711;91.2905;26.9574;229.903;121.0
2020-02-08 13:34:30;0.203581;0.276064;2.54958;0.054711;91.1255;26.9518;229.005;121.0
2020-02-08 13:34:31;0.202622;0.278388;2.68935;0.054711;91.2422;26.9518;228.894;121.0
2020-02-08 13:34:32;0.204158;0.275185;1.92331;0.054711;91.2579;26.9551;233.56;121.665
2020-02-08 13:34:33;0.202049;0.277531;1.83949;0.054711;91.1212;26.9617;205.303;121.337
2020-02-08 13:34:34;0.203569;0.275569;3.10917;0.054711;91.0987;26.963;251.949;121.665
2020-02-08 13:34:35;0.202685;0.275809;1.93394;0.054711;91.2415;26.9681;202.633;121.337
2020-02-08 13:34:36;0.201946;0.27582;2.64445;-0.273216;91.5047;26.9584;229.006;121.0
2020-02-08 13:34:37;0.203241;0.276305;2.53943;0.054711;91.2801;26.9717;240.476;121.665
2020-02-08 13:34:38;0.201573;0.27434;2.91235;0.054711;91.2416;26.9549;236.019;122.0
2020-02-08 13:34:39;0.203296;0.275601;2.80549;0.054711;91.1034;26.9549;225.387;122.0
2020-02-08 13:34:40;0.20295;0.274963;2.6262;0.054711;91.41;26.9577;238.35;121.337
2020-02-08 13:34:42;0.203213;0.276318;2.16377;-0.273216;91.3624;26.962;228.554;121.665
2020-02-08 13:34:43;0.203777;0.274798;2.23419;0.710565;91.3748;26.9616;227.654;121.337
2020-02-08 13:34:44;0.203861;0.276775;2.57599;-0.273216;91.3638;26.9633;234.055;121.665
2020-02-08 13:34:45;0.204149;0.276264;2.6566;-0.273216;91.3615;26.9671;235.416;122.337
2020-02-08 13:34:46;0.203306;0.277616;2.21937;0.382638;91.1764;26.9606;228.192;121.337
2020-02-08 13:34:47;0.203685;0.27601;1.77899;0.382638;91.4331;26.968;215.601;121.665
2020-02-08 13:34:48;0.201551;0.278525;2.70353;0.382638;91.1876;26.968;251.143;121.337
2020-02-08 13:34:49;0.202313;0.276835;2.50437;0.054711;91.1846;26.9776;219.712;121.0
2020-02-08 13:34:50;0.201637;0.278495;2.65524;0.382638;91.3298;26.9694;231.596;121.0
2020-02-08 13:34:51;0.200879;0.277679;2.73227;0.382638;91.0574;26.9661;247.118;121.0
2020-02-08 13:34:52;0.201669;0.277434;2.45355;0.382638;91.063;26.9724;229.94;121.665
2020-02-08 13:34:53;0.200159;0.276807;2.49332;0.054711;91.3639;26.9672;228.564;122.0
2020-02-08 13:34:54;0.202237;0.278271;2.63814;0.054711;90.5807;26.9696;225.49;121.337
2020-02-08 13:34:55;0.201571;0.276594;2.32989;0.054711;91.3617;26.9758;229.084;120.337
2020-02-08 13:34:56;0.202077;0.277799;2.42559;0.054711;90.7587;26.9682;224.226;122.0
2020-02-08 13:34:58;0.202148;0.275031;1.32336;0.054711;90.649;26.9702;205.463;121.676
2020-02-08 13:34:59;0.202698;0.277583;2.65718;0.054711;91.3754;26.9811;236.178;121.665
2020-02-08 13:35:00;0.20165;0.277286;2.6073;0.382638;90.708;26.9721;234.486;121.337
2020-02-08 13:35:01;0.203165;0.277614;3.05365;0.382638;90.7064;26.9721;239.665;121.665
2020-02-08 13:35:02;0.202523;0.278088;2.73203;0.054711;90.7726;26.977;207.67;121.665
2020-02-08 13:35:03;0.201514;0.278186;2.43754;0.382638;90.7151;26.9708;218.596;122.0
2020-02-08 13:35:04;0.200609;0.277224;1.77087;0.054711;90.6573;26.9784;222.154;122.0
2020-02-08 13:35:05;0.202514;0.277473;2.29745;0.382638;91.021;26.9784;215.971;122.0
2020-02-08 13:35:06;0.200315;0.275593;1.83187;0.054711;90.9134;26.9744;228.932;121.337
2020-02-08 13:35:07;0.202089;0.278123;1.71051;0.382638;90.6323;26.9752;224.562;121.0
2020-02-08 13:35:08;0.20145;0.274232;1.88618;0.054711;90.5895;26.9749;221.889;121.665
2020-02-08 13:35:09;0.202644;0.27785;1.91152;0.054711;90.7203;26.9749;235.03;122.0
2020-02-08 13:35:10;0.202027;0.276101;2.76704;0.054711;90.6171;26.9862;229.357;121.337
2020-02-08 13:35:11;0.202848;0.276724;1.49746;0.054711;90.7404;26.9691;216.002;121.665
2020-02-08 13:35:13;0.201342;0.27795;1.86932;0.382638;90.7012;26.9736;230.791;122.0
2020-02-08 13:35:14;0.202241;0.276797;2.16649;0.382638;90.6739;26.979;250.729;122.0
2020-02-08 13:35:15;0.201596;0.278927;2.57836;0.710565;90.6128;26.9776;238.972;122.0
2020-02-08 13:35:16;0.20195;0.277028;1.21926;0.054711;90.7417;26.9828;206.662;122.665
2020-02-08 13:35:17;0.199708;0.276591;2.06152;0.382638;90.7064;26.9809;229.5;121.665
2020-02-08 13:35:18;0.202893;0.278021;2.10074;0.054711;90.773;26.9896;226.687;122.0
2020-02-08 13:35:19;0.200036;0.275982;3.13967;0.054711;90.6133;26.9896;248.143;122.665
2020-02-08 13:35:20;0.20263;0.278183;3.07187;0.382638;90.7584;26.9842;231.703;122.337
2020-02-08 13:35:21;0.201711;0.274833;1.04568;0.054711;90.664;26.983;205.276;122.0
2020-02-08 13:35:22;0.203178;0.278084;2.36753;-0.273216;90.6281;26.9841;214.759;122.0
2020-02-08 13:35:23;0.202033;0.276414;0.961102;0.382638;90.6148;26.985;224.861;122.665
2020-02-08 13:35:24;0.203123;0.27722;2.60708;0.054711;90.6961;26.9913;230.961;121.676
2020-02-08 13:35:25;0.201552;0.278706;2.7544;0.382638;90.4965;26.9909;243.478;121.665
2020-02-08 13:35:26;0.202503;0.277579;2.92836;0.382638;90.5724;26.9909;236.708;122.665
2020-02-08 13:35:27;0.202281;0.278853;0.967872;0.054711;90.758;26.9798;203.527;122.337
2020-02-08 13:35:29;0.20089;0.277749;3.22884;-0.273216;90.7601;26.989;239.181;122.0
2020-02-08 13:35:30;0.203053;0.276871;2.64773;0.054711;90.654;26.9901;224.495;123.331
2020-02-08 13:35:31;0.199159;0.276022;2.76408;0.382638;90.6438;27.0028;249.05;122.676
2020-02-08 13:35:32;0.203255;0.27812;2.70976;0.382638;90.7184;26.9982;223.515;122.0
2020-02-08 13:35:33;0.202668;0.279154;2.72531;-0.273216;90.6659;26.9987;247.08;122.0
2020-02-08 13:35:34;0.201486;0.273616;2.5832;0.054711;90.6485;26.9951;249.549;122.665
2020-02-08 13:35:35;0.203158;0.278257;2.79508;0.054711;90.4651;26.9939;226.139;121.676
2020-02-08 13:35:36;0.201462;0.277078;2.25365;-0.273216;90.4851;27.0076;226.644;121.665
